OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,TotalGHGEmissions,GHGEmissionsIntensity
24604.0,NonResidential,Mixed Use Property,"West Seattle Venture, LLC",3400 Harbor Ave SW,7987400060,SOUTHWEST,2004.0,1.0,5.0,35176.0,0.0,35176.0,"Office, Other",Office,14452.0,Other,14452.0,RAS,0.0,65.44972577696527,35.0,37.40000153,109.9000015,117.4000015,1011965.375,1080492.375,0.0,1011965.0,0.0,False,7.05,0.2
24614.0,SPS-District K-12,K-12 School,Sacajawea Elementary,9501 20th Ave. NE,8024202285,NORTH,1959.0,1.0,1.0,36701.0,0.0,36701.0,K-12 School,K-12 School,40285.0,RAS,0.0,RAS,0.0,87.0,38.79999924,43.70000076,80.30000305,88.30000305,1564891.75,1760895.125,0.0,761419.0,803473.0,True,47.98,1.31
24624.0,NonResidential,University,Bastyr Center for Natural Health,3670 Stone Way N,8033700190,LAKE UNION,1940.0,1.0,2.0,41293.0,15243.0,26050.0,"College/University, Medical Office",College/University,26393.0,Medical Office,15000.0,RAS,0.0,65.44972577696527,68.59999847,73.0,169.6000061,171.8999939,2839882.25,3023468.0,0.0,1932090.0,907792.0,False,61.68,1.49
24629.0,NonResidential,Warehouse,Tri-North,5000 1st Ave. S,3573700406,GREATER DUWAMISH,1941.0,1.0,1.0,48890.0,0.0,48890.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,30889.0,Office,18000.0,RAS,0.0,49.0,43.0,47.40000153,91.40000153,96.0,2100216.5,2315404.0,0.0,1082370.0,1017846.0,False,61.6,1.26
24630.0,NonResidential,Small- and Mid-Sized Office,UFCW21 Building,5030 1st Ave South,3573700408,GREATER DUWAMISH,2000.0,1.0,3.0,43473.0,0.0,43473.0,Office,Office,43473.0,RAS,0.0,RAS,0.0,3.0,101.5999985,101.5999985,319.0,319.0,4416909.5,4416909.5,0.0,4416909.0,0.0,False,30.79,0.71
24636.0,NonResidential,Retail Store,Westwood Village - Building E,2600 SW Barton St,3624039009,DELRIDGE,1990.0,1.0,1.0,40265.0,0.0,40265.0,Retail Store,Retail Store,40793.0,RAS,0.0,RAS,0.0,19.0,91.69999695,92.30000305,277.5,276.1000061,3740373.75,3766310.0,0.0,3536625.0,203748.0,False,35.48,0.88
24640.0,NonResidential,Retail Store,Westwood Village - Building F,2600 SW Barton St,3624039009,DELRIDGE,2005.0,1.0,1.0,26208.0,0.0,26208.0,Retail Store,Retail Store,32427.0,RAS,0.0,RAS,0.0,79.0,49.59999847,54.29999924,118.9000015,123.5999985,1608884.25,1761050.125,0.0,1036767.0,572117.0,False,37.61,1.44
24646.0,Nonresidential COS,Other,Southwest Teen Life Center and Pool,2801 Thistle St,3624039172,DELRIDGE,1975.0,0.0,2.0,27227.0,0.0,27227.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,29064.0,Fitness Center/Health Club/Gym,8508.0,Pre-school/Daycare,715.0,65.44972577696527,204.8000031,217.5,377.2999878,390.7000122,8054334.0,8556389.0,0.0,3053337.0,5000997.0,False,286.89,0.88
24649.0,NonResidential,Mixed Use Property,Crown Hill Center,9250 14th Ave NW,3626039053,BALLARD,1926.0,1.0,1.0,42172.0,0.0,42172.0,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Other - Education,12000.0,Other - Entertainment/Public Assembly,11400.0,Social/Meeting Hall,9100.0,65.44972577696527,77.30000305,87.40000153,104.5,115.5999985,3275779.25,3705229.5,0.0,473305.0,2802474.0,False,152.14,3.61
24711.0,NonResidential,Small- and Mid-Sized Office,Fobes Building - 558,558 1st Avenue South,7666206865,DOWNTOWN,1910.0,1.0,5.0,32250.0,0.0,32250.0,Office,Office,32250.0,RAS,0.0,RAS,0.0,92.0,24.70000076,26.89999962,69.19999695,73.80000305,796042.375,866241.875,0.0,668479.0,127563.0,False,11.44,0.35
24653.0,NonResidential,Retail Store,(ID24653) Greenwood Shopping Center,100 N 85TH ST,3626039310,NORTHWEST,1953.0,1.0,1.0,51000.0,0.0,51000.0,Retail Store,Retail Store,51000.0,RAS,0.0,RAS,0.0,95.0,25.5,26.10000038,75.40000153,75.69999695,1298039.875,1330840.875,0.0,1187021.0,111019.0,False,14.17,0.28
24700.0,NonResidential,Mixed Use Property,JukeboxCity Building,1946-1952 1st Ave S,7666206275,GREATER DUWAMISH,1916.0,1.0,1.0,27000.0,0.0,27000.0,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Other,9000.0,Other - Entertainment/Public Assembly,9000.0,Self-Storage Facility,9000.0,65.44972577696527,8.5,9.199999809,26.70000076,28.89999962,229856.4063,248334.9063,0.0,229857.0,0.0,False,1.6,0.06
24701.0,NonResidential,Other,(ID24701) Showbox SODO,1700 1ST AVE S,7666206400,GREATER DUWAMISH,1935.0,1.0,2.0,20747.0,0.0,20747.0,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,11815.0,Restaurant,5120.0,Office,3812.0,65.44972577696527,48.29999924,50.70000076,128.8000031,131.3000031,1001964.0,1051152.375,0.0,775118.0,226846.0,False,17.45,0.84
24705.0,NonResidential,Warehouse,(ID24705) Budget Sales- 1534 1st Ave S,1534 1st Ave S,7666206455,GREATER DUWAMISH,1928.0,1.0,2.0,40800.0,0.0,40800.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36000.0,Office,4800.0,RAS,0.0,65.44972577696527,20.0,22.79999924,38.29999924,41.20000076,817255.875,929876.625,0.0,337487.0,479769.0,False,27.83,0.68
24708.0,NonResidential,Small- and Mid-Sized Office,820,820 1st Ave S,7666206631,GREATER DUWAMISH,1920.0,1.0,2.0,20150.0,0.0,20150.0,Office,Office,20150.0,RAS,0.0,RAS,0.0,80.0,28.60000038,29.39999962,89.80000305,92.30000305,576174.125,592196.6875,0.0,576174.0,0.0,False,4.02,0.2
24712.0,NonResidential,Small- and Mid-Sized Office,Fobes Building - 562,562 1st Avenue South,7666206865,DOWNTOWN,1909.0,1.0,7.0,36000.0,0.0,36000.0,Office,Office,31500.0,RAS,0.0,RAS,0.0,40.0,53.40000153,53.40000153,167.6999969,167.6999969,1682454.875,1682454.875,0.0,1682455.0,0.0,False,11.73,0.33
24714.0,NonResidential,Warehouse,Great Floors,1251 1st Ave S,7666206990,GREATER DUWAMISH,1938.0,1.0,2.0,41276.0,0.0,41276.0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,65.44972577696527,60.59999847,69.80000305,103.4000015,113.9000015,2502081.0,2880753.0,0.0,786001.0,1716080.0,False,96.62,2.34
24716.0,NonResidential,Refrigerated Warehouse,Pacific Commercial,85 South Atlantic St.,7666207070,GREATER DUWAMISH,1937.0,0.0,2.0,24430.0,0.0,24430.0,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,RAS,0.0,65.44972577696527,50.59999847,53.29999924,131.0,133.8000031,1232822.875,1297406.125,0.0,907206.0,325617.0,False,23.62,0.97
24717.0,NonResidential,Other,1701 First Ave South LLC,1701 First Ave South,7666207085,GREATER DUWAMISH,1910.0,1.0,3.0,27690.0,0.0,27690.0,"Other, Parking",Other,24717.0,Parking,0.0,RAS,0.0,65.44972577696527,0.699999988,0.699999988,2.099999905,2.200000048,16808.90039,17260.0,0.0,16809.0,0.0,False,0.12,0.0
24720.0,NonResidential,Small- and Mid-Sized Office,Guardian Security Systems,1743 1st Ave S,7666207100,GREATER DUWAMISH,1927.0,1.0,1.0,22580.0,0.0,22580.0,Office,Office,22580.0,RAS,0.0,RAS,0.0,90.0,41.09999847,41.5,122.8000031,122.0,928584.875,937950.625,0.0,859792.0,68793.0,False,9.65,0.43
24725.0,NonResidential,Warehouse,Seattle Curtain Mfg Co,104 Twelfth Avenue,8061000025,CENTRAL,1926.0,1.0,1.0,20000.0,0.0,20000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,RAS,0.0,RAS,0.0,18.0,37.20000076,43.90000153,52.5,59.59999847,743528.125,877874.875,0.0,129264.0,614264.0,False,33.52,1.68
24726.0,NonResidential,Warehouse,"Archives, Records and Elections Warehouse",1215 E Fir St,8061000045,CENTRAL,1954.0,1.0,1.0,42000.0,0.0,42000.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,RAS,0.0,65.44972577696527,49.29999924,54.70000076,81.80000305,87.0,2070005.625,2298245.25,0.0,604078.0,1465928.0,False,82.07,1.95
24758.0,NonResidential,Self-Storage Facility,TRW Building,1120 12th Ave,3225049017,CENTRAL,1962.0,1.0,1.0,24248.0,0.0,24248.0,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,RAS,0.0,65.44972577696527,5.300000191,5.699999809,16.70000076,18.0,111969.7031,120610.5,0.0,111750.0,220.0,False,0.79,0.03
24769.0,NonResidential,Senior Care Community,Aljoya Thornton Place,450 NE 100th St,3226049568,NORTH,2009.0,1.0,6.0,244500.0,0.0,244500.0,Senior Care Community,Senior Care Community,244500.0,RAS,0.0,RAS,0.0,100.0,45.09999847,46.29999924,101.5,103.1999969,11019641.0,11314740.0,0.0,6338614.0,4681026.0,False,292.8,1.2
24778.0,NonResidential,Warehouse,5055 Properties LLC (ID24778),5055 E Marginal Way S,3573201061,GREATER DUWAMISH,1932.0,1.0,1.0,24617.0,0.0,24617.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,RAS,0.0,RAS,0.0,65.44972577696527,4.699999809,4.800000191,14.80000019,15.10000038,106918.0,109471.7969,0.0,106918.0,0.0,False,0.75,0.03
24780.0,NonResidential,Other,McKinstry SEA - 210 S Hudson Innovation Center,210 S Hudson St,3573700130,GREATER DUWAMISH,2009.0,1.0,3.0,127065.0,84710.0,42355.0,"Office, Parking",Parking,84710.0,Office,42355.0,RAS,0.0,65.44972577696527,76.59999847,79.40000153,240.6000061,249.3999939,3245111.5,3363692.75,0.0,3245111.0,0.0,False,22.62,0.18
24781.0,NonResidential,Retail Store,Grainger Branch 756,4930 3rd Ave S,3573700195,GREATER DUWAMISH,1964.0,1.0,1.0,37247.0,0.0,37247.0,Retail Store,Retail Store,37247.0,RAS,0.0,RAS,0.0,69.0,46.90000153,53.40000153,91.30000305,97.19999695,1748644.5,1988034.875,0.0,747998.0,1000646.0,False,58.36,1.57
24803.0,NonResidential,Retail Store,"JG Crown Hill, LLC",8700 15th Ave NW,7515000155,BALLARD,1993.0,1.0,1.0,25384.0,0.0,25384.0,Retail Store,Retail Store,23468.0,RAS,0.0,RAS,0.0,11.0,129.0,136.6999969,296.7999878,303.2999878,3027867.5,3207111.5,0.0,1811508.0,1216359.0,False,77.23,3.04
24822.0,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,1943 1st Avenue South,7666207160,GREATER DUWAMISH,1910.0,0.0,3.0,49052.0,0.0,49052.0,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,RAS,0.0,96.0,34.0,34.0,106.5999985,106.5999985,1441445.625,1441445.625,0.0,1441445.0,0.0,False,10.05,0.2
24823.0,NonResidential,Warehouse,Millwork Supply,2225 1ST AVE S,7666207185,GREATER DUWAMISH,1900.0,1.0,2.0,52110.0,0.0,52110.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,RAS,0.0,RAS,0.0,34.0,18.29999924,21.0,27.70000076,30.5,586589.1875,671037.375,0.0,130124.0,456465.0,False,25.15,0.48
24825.0,NonResidential,Small- and Mid-Sized Office,2233 Building,2233 1st AVE.South,7666207190,GREATER DUWAMISH,1910.0,1.0,2.0,20970.0,0.0,20970.0,"Office, Parking",Office,20970.0,Parking,0.0,RAS,0.0,100.0,9.800000191,11.10000038,22.0,23.39999962,204499.0938,233531.9063,0.0,117680.0,86819.0,False,5.43,0.26
24830.0,NonResidential,Small- and Mid-Sized Office,Sodo Commerce Building,66 Hanford St,7666207340,GREATER DUWAMISH,1937.0,1.0,2.0,39036.0,0.0,39036.0,"Office, Other",Office,27636.0,Other,13611.0,RAS,0.0,65.44972577696527,37.09999847,39.59999847,84.90000153,87.0,1528295.75,1633524.125,0.0,908543.0,619753.0,False,39.25,1.01
24840.0,NonResidential,Small- and Mid-Sized Office,KR Trigger Building,3201 1st Ave S,7666207420,GREATER DUWAMISH,1923.0,1.0,1.0,26310.0,0.0,26310.0,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,96.0,22.79999924,24.79999924,58.70000076,60.79999924,771512.6875,841208.1875,0.0,563096.0,208417.0,False,14.99,0.57
24857.0,NonResidential,Retail Store,(ID24857) EMPIRE CENTER,6032 M L KING JR WAY S,8113100170,SOUTHEAST,1966.0,1.0,1.0,37883.0,0.0,37883.0,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,RAS,0.0,88.0,232.1999969,240.3000031,453.0,461.6000061,12434593.0,12869714.0,0.0,5359975.0,7074617.0,False,413.1,0.88
24862.0,NonResidential,K-12 School,Our Lady of Guadalupe School,3401 SW Myrtle St.,8123100005,DELRIDGE,1962.0,1.0,3.0,29874.0,0.0,29874.0,K-12 School,K-12 School,31375.0,RAS,0.0,RAS,0.0,95.0,40.59999847,47.09999847,62.0,69.69999695,1274049.75,1478408.125,0.0,290239.0,983811.0,False,54.27,1.82
24868.0,NonResidential,Worship Facility,Magnolia,2415 31st Ave,8127700530,MAGNOLIA / QUEEN ANNE,1965.0,1.0,1.0,20140.0,0.0,20140.0,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,RAS,0.0,35.0,45.09999847,52.90000153,59.0,67.80000305,992794.6875,1164370.875,0.0,122390.0,870405.0,False,47.08,2.34
24876.0,NonResidential,Self-Storage Facility,Greenwood Self Service Storage,10115 Greenwood Ave N.,3626039349,NORTHWEST,1990.0,1.0,2.0,71874.0,31389.0,40485.0,Self-Storage Facility,Self-Storage Facility,71874.0,RAS,0.0,RAS,0.0,65.44972577696527,17.29999924,19.39999962,31.39999962,33.59999847,1242811.75,1393424.5,0.0,455972.0,786840.0,False,44.97,0.63
24886.0,NonResidential,Small- and Mid-Sized Office,RCC,100 23RD AVE S,3646100005,CENTRAL,1971.0,1.0,2.0,39953.0,0.0,39953.0,Office,Office,30100.0,RAS,0.0,RAS,0.0,93.0,50.09999847,53.5,131.0,135.8999939,1508561.875,1608929.125,0.0,1128549.0,380013.0,False,28.05,0.7
24893.0,NonResidential,Retail Store,Promenade North 1,306 23rd Ave S,3646100320,CENTRAL,1998.0,1.0,2.0,21200.0,0.0,21200.0,"Office, Retail Store",Retail Store,14168.0,Office,7032.0,RAS,0.0,15.0,79.09999847,78.0,248.3000031,244.8000031,1676426.5,1652954.75,0.0,1676426.0,0.0,False,11.69,0.55
24895.0,NonResidential,Supermarket/Grocery Store,Promenade South 1,2309 S Jackson St,3646100390,CENTRAL,1980.0,1.0,1.0,30630.0,0.0,30630.0,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,28470.0,Other,2442.0,RAS,0.0,27.0,196.0,200.3999939,615.4000244,629.2000122,6058494.0,6194518.0,0.0,6058493.0,0.0,False,42.24,1.38
24896.0,NonResidential,Retail Store,Promenade South 2,2309 S Jackson St,3646100390,CENTRAL,1980.0,1.0,2.0,23421.0,0.0,23421.0,"Bank Branch, Retail Store",Retail Store,19271.0,Bank Branch,4150.0,RAS,0.0,25.0,81.0,83.5,254.3000031,262.1000061,1896626.375,1955353.0,0.0,1896626.0,0.0,False,13.22,0.56
24908.0,SPS-District K-12,K-12 School,Salmon Bay K-8,1810 NW 65th St.,7518503620,BALLARD,1931.0,1.0,3.0,117116.0,0.0,117116.0,K-12 School,K-12 School,117116.0,RAS,0.0,RAS,0.0,83.0,48.90000153,55.5,69.69999695,77.19999695,5722325.5,6499178.0,0.0,1031648.0,4690677.0,False,256.31,2.19
24909.0,NonResidential,Worship Facility,Ballard First Lutheran Church,2006 NW 65th Street,7518505195,BALLARD,1928.0,1.0,2.0,24120.0,0.0,24120.0,Worship Facility,Worship Facility,24120.0,RAS,0.0,RAS,0.0,66.0,37.0,42.5,68.69999695,76.19999695,893053.1875,1024822.188,0.0,344302.0,548751.0,False,31.54,1.31
24911.0,NonResidential,Worship Facility,Trinity United Methodist Church,6512 23rd Avenue NW,7518507190,BALLARD,1929.0,1.0,3.0,35736.0,0.0,35736.0,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,RAS,0.0,88.0,32.09999847,37.59999847,46.20000076,52.20000076,1148202.25,1342448.875,0.0,213096.0,935106.0,False,51.15,1.43
24943.0,NonResidential,Warehouse,24943-60S-E,60 South Spokane Street,7666207461,GREATER DUWAMISH,1941.0,1.0,1.0,51050.0,0.0,51050.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,RAS,0.0,RAS,0.0,10.0,24.39999962,27.39999962,58.79999924,62.0,1206165.75,1355995.25,0.0,787054.0,419112.0,False,27.75,0.54
24948.0,NonResidential,Retail Store,(ID24948) BARGREEN-ELLINGSON,3627 1ST AVE S,7666207515,GREATER DUWAMISH,1954.0,1.0,2.0,21900.0,0.0,21900.0,Retail Store,Retail Store,21900.0,RAS,0.0,RAS,0.0,40.0,59.5,65.69999695,117.1999969,123.8000031,1302192.875,1439042.25,0.0,574237.0,727956.0,False,42.66,1.95
24955.0,NonResidential,Distribution Center,3420/3430 E. Marginal Way Whse,3420/3430 E. Marginal Way,7666207585,GREATER DUWAMISH,1952.0,1.0,1.0,16300.0,0.0,16300.0,Distribution Center,Distribution Center,65164.0,RAS,0.0,RAS,0.0,100.0,2.299999952,2.299999952,6.900000095,6.900000095,150167.7969,150167.7969,0.0,138179.0,11989.0,False,1.6,0.1
24958.0,NonResidential,Warehouse,3401 Colorado Ave S. Whse,3401 Colorado Ave. S.,7666207605,GREATER DUWAMISH,1964.0,1.0,1.0,33462.0,0.0,33462.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33462.0,RAS,0.0,RAS,0.0,1.0,41.40000153,41.40000153,130.1000061,130.1000061,1386445.375,1386445.375,0.0,1386445.0,0.0,False,9.67,0.29
24959.0,NonResidential,Mixed Use Property,Hanford Center,25 S Hanford St,7666207610,GREATER DUWAMISH,1952.0,1.0,1.0,35310.0,0.0,35310.0,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,10471.0,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,65.44972577696527,45.59999847,52.0,88.19999695,95.0,1331469.75,1519845.5,0.0,564235.0,767235.0,False,44.68,1.27
24991.0,NonResidential,Other,DUWAMISH,7000 E MARGINAL WAY S,8159100110,GREATER DUWAMISH,1962.0,1.0,3.0,36140.0,0.0,36140.0,Other,Other,34733.0,RAS,0.0,RAS,0.0,65.44972577696527,134.0,134.0,420.7000122,420.7000122,4653535.0,4653535.0,0.0,4653534.0,0.0,False,32.44,0.9
24994.0,NonResidential,Other,Ding How Shopping Center,1207 S Jackson St,8170100120,DOWNTOWN,1991.0,1.0,2.0,47963.0,21384.0,26579.0,"Other - Mall, Parking",Other - Mall,29640.0,Parking,6000.0,RAS,0.0,65.44972577696527,51.90000153,277.5,495.0,501.3999939,8163413.0,8224244.0,0.0,2918371.0,5245042.0,False,298.91,6.23
25000.0,NonResidential,Warehouse,KLC GROUP LLC,1000 S WELLER ST,8170100295,DOWNTOWN,1930.0,1.0,1.0,23903.0,0.0,23903.0,"Non-Refrigerated Warehouse, Worship Facility",Non-Refrigerated Warehouse,18350.0,Worship Facility,4500.0,RAS,0.0,65.0,18.20000076,21.29999924,34.29999924,38.29999924,415364.5938,486884.9063,0.0,166749.0,248616.0,False,14.37,0.6
25001.0,NonResidential,Self-Storage Facility,Econo Mini Storage,6920 Roosevelt Way NE,3658700540,NORTHEAST,1947.0,1.0,3.0,22522.0,0.0,22522.0,Self-Storage Facility,Self-Storage Facility,22522.0,RAS,0.0,RAS,0.0,65.44972577696527,24.89999962,28.0,38.90000153,42.40000153,561473.875,630412.625,0.0,136609.0,424865.0,False,23.52,1.04
25002.0,NonResidential,Self-Storage Facility,Roosevelt Self Storage,6910 Roosevelt Way NE,3658700555,NORTHEAST,1996.0,1.0,4.0,38959.0,0.0,38959.0,Self-Storage Facility,Self-Storage Facility,38959.0,RAS,0.0,RAS,0.0,65.44972577696527,23.20000076,24.70000076,52.59999847,54.20000076,905750.375,963968.1875,0.0,525913.0,379837.0,False,23.84,0.61
25025.0,NonResidential,Warehouse,(ID25025) 1801 Ranier Ave S,1801 Ranier Ave S,3683900005,GREATER DUWAMISH,1928.0,1.0,2.0,25955.0,0.0,25955.0,"Non-Refrigerated Warehouse, Office, Other - Services",Non-Refrigerated Warehouse,14150.0,Other - Services,8745.0,Office,3060.0,65.44972577696527,46.90000153,46.90000153,147.3999939,147.3999939,1218112.0,1218112.0,0.0,1218112.0,0.0,False,8.49,0.33
25069.0,Campus,K-12 School,O'Dea High School,802 Terry Ave.,5392100055,EAST,1923.0,1.0,4.0,46100.0,0.0,46100.0,"K-12 School, Parking",K-12 School,46100.0,Parking,0.0,RAS,0.0,75.0,47.20000076,52.29999924,101.1999969,106.8000031,2177064.75,2412536.25,548294.6875,1097533.0,531237.0,False,78.19,1.7
25115.0,NonResidential,Worship Facility,Bethel Presbyterian Church,11010 Greenwood Ave N,8911000155,NORTHWEST,1951.0,1.0,2.0,21936.0,0.0,21936.0,Worship Facility,Worship Facility,21936.0,RAS,0.0,RAS,0.0,96.0,27.79999924,31.29999924,36.5,40.29999924,608755.375,686216.5,0.0,77010.0,531746.0,False,28.78,1.31
25124.0,NonResidential,Other,4H Investments,12001 31st AVE NE,8822900840,NORTH,1960.0,1.0,1.0,25406.0,0.0,25406.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,RAS,0.0,RAS,0.0,65.44972577696527,96.09999847,97.80000305,257.3999939,259.1000061,2442220.0,2484501.5,0.0,1901857.0,540363.0,False,41.96,1.65
25148.0,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,3929900010,SOUTHEAST,1967.0,1.0,2.0,23250.0,0.0,23250.0,Office,Office,22014.0,RAS,0.0,RAS,0.0,55.0,41.09999847,40.40000153,129.0,126.6999969,904236.0,888432.5,0.0,904236.0,0.0,False,6.3,0.27
25163.0,NonResidential,Warehouse,McKinstry SEA - 4800 Denver Warehouse,4800 Denver Ave S.,3957900098,GREATER DUWAMISH,1960.0,1.0,1.0,30000.0,0.0,30000.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,30000.0,Parking,0.0,RAS,0.0,32.0,93.19999695,108.1999969,139.6999969,155.5,2794837.0,3246531.0,0.0,600754.0,2194083.0,False,120.72,4.02
25165.0,Nonresidential COS,Warehouse,SDOT Traffic Shop,4500 Airport Way S,3958900065,GREATER DUWAMISH,1962.0,1.0,1.0,45036.0,0.0,45036.0,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,21110.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,65.44972577696527,42.70000076,47.40000153,94.09999847,99.09999847,1791697.75,1989787.875,0.0,988941.0,802757.0,False,49.53,1.1
25217.0,SPS-District K-12,K-12 School,Schmitz Park Building,5000 S.W. Spokane St.,6318000005,SOUTHWEST,1962.0,1.0,1.0,51410.0,0.0,51410.0,K-12 School,K-12 School,51410.0,RAS,0.0,RAS,0.0,87.0,38.29999924,43.90000153,75.30000305,84.19999695,1968907.25,2256911.75,0.0,862071.0,1106836.0,True,64.79,1.26
25222.0,NonResidential,Mixed Use Property,Olive 8,737 Olive Way,6364000000,DOWNTOWN,2009.0,1.0,2.0,49289.5,112124.0,47391.5,"Hotel, Multifamily Housing, Parking",Multifamily Housing,311521.0,Hotel,0.0,Parking,0.0,65.0,43.0,43.79999924,115.4000015,115.4000015,26416770.0,26932200.0,0.0,20663978.0,5752789.0,False,449.59,0.42
25250.0,NonResidential,University,Student Union Building / Royal Brougham Pavilion,315 W. Bertona,8900000555,MAGNOLIA / QUEEN ANNE,1959.0,1.0,2.0,122679.0,0.0,122679.0,"College/University, Restaurant",College/University,101035.0,Restaurant,2000.0,RAS,0.0,65.44972577696527,159.0,170.8999939,290.7000122,303.2999878,16378152.0,17612938.0,0.0,6103316.0,10274835.0,False,588.25,4.8
25251.0,Campus,University,5th Avenue Master Meter,3307 3rd Ave. W,8900000555,MAGNOLIA / QUEEN ANNE,1945.0,1.0,2.0,537000.0,0.0,537000.0,College/University,College/University,533826.0,RAS,0.0,RAS,0.0,65.44972577696527,169.6999969,181.3000031,266.7999878,278.8999939,90609640.0,2691883.125,0.0,22619097.0,501636.9951,False,49.599999999999994,7.02
25268.0,NonResidential,Small- and Mid-Sized Office,(ID25268) LANDMARK BUILDING,11000 LAKE CITY WAY NE,8902500361,NORTH,1980.0,1.0,4.0,23022.0,0.0,23022.0,Office,Office,23022.0,RAS,0.0,RAS,0.0,78.0,44.59999847,46.70000076,125.4000015,127.5999985,1027230.875,1075427.75,0.0,865244.0,161987.0,False,14.64,0.64
25275.0,NonResidential,Refrigerated Warehouse,Express Cold Storage,4604 4th Ave S,3958900601,GREATER DUWAMISH,1967.0,1.0,1.0,27263.0,0.0,27263.0,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,22000.0,Other,2700.0,Office,2500.0,65.44972577696527,90.80000305,88.5,285.2000122,278.0,2470642.0,2408141.75,0.0,2470642.0,0.0,False,17.22,0.63
